demand_node_index,truck_node_index,distance,scaled_demand
demand48,truck54,153.98350092643344,47
demand48,truck44,125.20572926604248,57
demand48,truck47,139.16650305562484,52
demand50,truck3,417.0334499277665,0
demand50,truck5,399.167035678476,0
demand50,truck12,304.7277119188263,0
demand50,truck13,311.8928168062298,0
demand50,truck14,263.5441351709463,5
demand50,truck16,189.10698923930937,17
demand50,truck17,207.99443141416089,14
demand50,truck18,245.8547031669549,8
demand50,truck19,312.4985631495434,0
demand50,truck21,360.993440742281,0
demand50,truck23,207.75913789464462,14
demand50,truck25,273.0488668572003,4
demand50,truck27,130.19441200692552,25
demand50,truck28,188.85299353832414,17
demand50,truck30,255.16840854871262,7
demand50,truck34,298.9263318802324,0
demand50,truck35,289.74795029051336,2
demand50,truck36,312.83201779280785,0
demand50,truck37,254.53904354190288,7
demand50,truck38,220.2645297218802,12
demand50,truck41,337.6214014707355,0
demand50,truck43,423.2850967101761,0
demand50,truck50,395.8421081547739,0
demand50,truck54,175.15209032157546,19
demand50,truck44,208.3071004006797,14
demand50,truck47,222.26787419026206,12
demand51,truck3,239.2762210446532,12
demand51,truck5,221.4098067953627,16
demand51,truck12,291.4455726772676,2
demand51,truck13,325.95780302458144,0
demand51,truck14,277.6091213892979,4
demand51,truck16,119.73440370193367,36
demand51,truck17,103.82686181681323,39
demand51,truck18,65.89585057390434,40
demand51,truck19,132.53971055649282,33
demand51,truck21,183.23621185916772,23
demand51,truck23,310.64313611389906,0
demand51,truck25,464.34788360084593,0
demand51,truck27,321.49342875057107,0
demand51,truck28,313.41355920947495,0
demand51,truck30,240.6922477151608,12
demand51,truck34,284.45017104668057,3
demand51,truck35,275.2717894569615,5
demand51,truck36,298.355856959256,0
demand51,truck37,379.09960921305367,0
demand51,truck38,411.56354646552575,0
demand51,truck41,462.18196714188633,0
demand51,truck43,408.8089358766243,0
demand51,truck50,587.1411248984194,0
demand51,truck54,160.67592948802363,28
demand51,truck44,193.83093956712787,21
demand51,truck47,207.79171335671023,18
demand53,truck3,201.92821564731264,17
demand53,truck5,258.61319109206977,7
demand53,truck12,118.66154635717362,32
demand53,truck13,279.86573819874263,4
demand53,truck14,231.64035435218554,12
demand53,truck16,240.49506835941418,10
demand53,truck17,259.3825105342657,7
demand53,truck18,230.46136089454723,12
demand53,truck19,297.1052208771357,1
demand53,truck21,220.43959615587482,14
demand53,truck23,292.0727156355294,1
demand53,truck25,453.9652256336707,0
demand53,truck27,358.8165216523241,0
demand53,truck28,417.47510318372275,0
demand53,truck30,395.3754996697202,0
demand53,truck34,439.13342300124003,0
demand53,truck35,429.955041411521,0
demand53,truck36,453.0391089138155,0
demand53,truck37,483.16115318730147,0
demand53,truck38,429.32902421450206,0
demand53,truck41,566.2435111161341,0
demand53,truck43,563.4921878311837,0
demand53,truck50,604.9066026473957,0
demand53,truck54,315.359181442583,0
demand53,truck44,348.5141915216873,0
demand53,truck47,362.47496531126967,0
